,id,title,labels,fold
283,15781494,Both RNase E and RNase III control the stability of sodB mRNA upon translational inhibition by the small regulatory RNA RyhB.,"5' Untranslated Regions	Bacterial Proteins	Base Pairing	Base Sequence	Endoribonucleases	Escherichia coli	Escherichia coli Proteins	Gene Expression Regulation, Bacterial	Host Factor 1 Protein	Models, Genetic	Molecular Sequence Data	Protein Biosynthesis	RNA Processing, Post-Transcriptional	RNA Stability	RNA, Bacterial	RNA, Messenger	RNA, Untranslated	Ribonuclease III	Ribosomes	Superoxide Dismutase",2
284,15784611,Sequence variation in G-protein-coupled receptors: analysis of single nucleotide polymorphisms.,"Amino Acid Substitution	Entropy	Genetic Predisposition to Disease	Humans	Hydrophobic and Hydrophilic Interactions	Phylogeny	Polymorphism, Single Nucleotide	Receptors, G-Protein-Coupled	Regression Analysis	Sequence Analysis, DNA",3
285,15784609,Conditional and inducible transgene expression in mice through the combinatorial use of Cre-mediated recombination and tetracycline induction.,"Animals	Cell Line	Doxycycline	Embryo, Mammalian	Gene Expression Regulation	Gene Targeting	Integrases	Mice	Mice, Transgenic	Proteins	RNA, Untranslated	Recombination, Genetic	Stem Cells	Trans-Activators	Transcriptional Activation	Transgenes	Vascular Endothelial Growth Factor A	Viral Proteins",3
286,15784610,Simple and straightforward construction of a mouse gene targeting vector using in vitro transposition reactions.,"Alleles	Animals	Base Sequence	Bleomycin	DNA Transposable Elements	Escherichia coli	Gene Targeting	Genetic Vectors	Gentamicins	Kanamycin Resistance	Mice	Molecular Sequence Data	Plasmids	Promoter Regions, Genetic	Recombination, Genetic	Vesicular Transport Proteins",7
287,15788749,Post-synthetic and site-specific modification of endocyclic nitrogen atoms of purines in DNA and its potential for biological and structural studies.,"2,4-Dinitrophenol	DNA	Hypoxanthine	Hypoxanthines	Inosine	Nitrogen	Nucleosides	Oligodeoxyribonucleotides",0
288,15788746,Conservation versus parallel gains in intron evolution.,"Animals	Base Sequence	Conserved Sequence	Evolution, Molecular	Humans	Introns	Models, Genetic	RNA Splice Sites",1
289,15788750,Influence of the pi-pi interaction on the hydrogen bonding capacity of stacked DNA/RNA bases.,"Base Pairing	Benzene Derivatives	Computational Biology	Cytosine	DNA	Hydrogen Bonding	Models, Chemical	Molecular Structure	RNA	Static Electricity",4
290,15788747,"Solution structure of a modified 2',5'-linked RNA hairpin involved in an equilibrium with duplex.","Base Sequence	Hydrogen-Ion Concentration	Models, Molecular	Nuclear Magnetic Resonance, Biomolecular	Nucleic Acid Conformation	Nucleic Acid Denaturation	Oligoribonucleotides	RNA	RNA, Double-Stranded	Ultraviolet Rays",1
291,15788751,Polyamines preferentially interact with bent adenine tracts in double-stranded DNA.,"Adenine	Binding Sites	DNA	Humans	Nucleic Acid Conformation	Polyamines	Promoter Regions, Genetic	Uranyl Nitrate",5
292,15788752,The archaeal eIF2 homologue: functional properties of an ancient translation initiation factor.,"Archaeal Proteins	Cloning, Molecular	Eukaryotic Initiation Factor-2	Evolution, Molecular	Guanosine Diphosphate	Guanosine Triphosphate	Peptide Initiation Factors	Protein Subunits	RNA, Transfer, Met	Ribosomes	Sulfolobus solfataricus",1
293,15788748,On the DNA cleavage mechanism of Type I restriction enzymes.,"Base Sequence	Cloning, Molecular	DNA	DNA Restriction Enzymes	Deoxyribonucleases, Type I Site-Specific",0
294,15819604,The stability of a stochastic CaMKII switch: dependence on the number of enzyme molecules and protein turnover.,"Calcium-Calmodulin-Dependent Protein Kinase Type 2	Calcium-Calmodulin-Dependent Protein Kinases	Computer Simulation	Enzyme Stability	Kinetics	Models, Theoretical	Phosphorylation	Protein Subunits	Stochastic Processes",9
295,15780005,The Wolbachia genome of Brugia malayi: endosymbiont evolution within a human pathogenic nematode.,"Animals	Brugia malayi	Evolution, Molecular	Gene Expression Regulation, Bacterial	Genome, Bacterial	Humans	Molecular Sequence Data	Symbiosis	Wolbachia",1
296,15826219,Vocal experimentation in the juvenile songbird requires a basal ganglia circuit.,"Acoustic Stimulation	Animals	Basal Ganglia	Finches	Functional Laterality	Muscle, Skeletal	Stereotaxic Techniques	Tetrodotoxin	Vocalization, Animal",3
297,15783258,Noninvasive visualization of the activated alphavbeta3 integrin in cancer patients by positron emission tomography and [18F]Galacto-RGD.,"Animals	Blotting, Western	Carcinoma, Squamous Cell	Galactose	Humans	Immunohistochemistry	Integrin alphaVbeta3	Melanoma	Mice	Neoplasms	Neovascularization, Pathologic	Peptides, Cyclic	Positron-Emission Tomography	Sensitivity and Specificity	Skin Neoplasms	Transplantation, Heterologous",2
298,15783259,Is it always unethical to use a placebo in a clinical trial?,"Ethics, Medical	Humans	Placebos	Randomized Controlled Trials as Topic",7
299,15783260,"Serum uric acid and coronary heart disease in 9,458 incident cases and 155,084 controls: prospective study and meta-analysis.","Age Factors	Aged	Aged, 80 and over	Biomarkers	Case-Control Studies	Coronary Artery Disease	Female	Humans	Iceland	Incidence	Male	Odds Ratio	Predictive Value of Tests	Prospective Studies	Risk Factors	Sex Factors	Uric Acid",5
300,15783262,T cell epitope immunotherapy induces a CD4+ T cell population with regulatory activity.,"Allergens	Amino Acid Sequence	Animals	Antigens, CD5	Asthma	CD4-Positive T-Lymphocytes	Cats	Down-Regulation	Epitopes, T-Lymphocyte	Humans	Hypersensitivity	Immunoglobulin E	Immunotherapy	Inflammation	Mast Cells	Molecular Sequence Data	Phenotype",2
301,15800213,A computational study of off-target effects of RNA interference.,"Animals	Base Pair Mismatch	Caenorhabditis elegans	Computational Biology	Genomics	Humans	Physical Chromosome Mapping	RNA Interference	RNA, Double-Stranded	RNA, Small Interfering	Schizosaccharomyces	Transcription, Genetic	Untranslated Regions",8
302,15800211,Dynamic relocalization of hOGG1 during the cell cycle is disrupted in cells harbouring the hOGG1-Cys326 polymorphic variant.,"Amino Acid Substitution	Cell Cycle	Cell Nucleolus	Chromatin	Chromosomes, Human	DNA Glycosylases	Green Fluorescent Proteins	HeLa Cells	Humans	Nuclear Matrix	Phosphorylation	Polymorphism, Single Nucleotide	S Phase	Serine	Transcription, Genetic",4
303,15800214,Srs2 and RecQ homologs cooperate in mei-3-mediated homologous recombination repair of Neurospora crassa.,"DNA Helicases	DNA Repair	Epistasis, Genetic	Fungal Proteins	Genes, Lethal	Methyl Methanesulfonate	Mutation	Neurospora crassa	Recombination, Genetic	Suppression, Genetic",6
304,15800212,Torsional restraint: a new twist on frameshifting pseudoknots.,"Base Sequence	Frameshifting, Ribosomal	Models, Genetic	Molecular Sequence Data	Nucleic Acid Conformation	Protein Biosynthesis	RNA, Messenger	Ribosomes	Rotation",4
305,15800215,The liver-enriched transcription factor CREB-H is a growth suppressor protein underexpressed in hepatocellular carcinoma.,"Activating Transcription Factor 6	Animals	Carcinoma, Hepatocellular	Cell Line, Tumor	Cyclic AMP	Cyclic AMP Response Element-Binding Protein	DNA-Binding Proteins	Humans	Liver	Liver Neoplasms	Mice	Molecular Sequence Data	Phosphoenolpyruvate Carboxykinase (ATP)	Response Elements	Transcription Factors	Transcriptional Activation	Tumor Suppressor Proteins",3
306,15800204,Analysis of host response to bacterial infection using error model based gene expression microarray experiments.,"Bacterial Infections	Escherichia coli Infections	Gene Expression Profiling	Humans	Models, Statistical	NF-kappa B	Oligonucleotide Array Sequence Analysis	Reproducibility of Results",9
307,15800205,A GFP-based reporter system to monitor nonsense-mediated mRNA decay.,"Carrier Proteins	Codon, Nonsense	Flow Cytometry	Fluorescent Dyes	Genes, Reporter	Green Fluorescent Proteins	HeLa Cells	Humans	Microscopy, Fluorescence	RNA Interference	RNA Stability	RNA, Messenger	Spectrometry, Fluorescence	Trans-Activators",2
308,15800206,Correcting errors in synthetic DNA through consensus shuffling.,"Adenosine Triphosphatases	Bacterial Proteins	Base Sequence	Consensus Sequence	DNA Shuffling	DNA-Binding Proteins	Fluorescent Dyes	Genes, Synthetic	Green Fluorescent Proteins	Models, Theoretical	MutS DNA Mismatch-Binding Protein	Mutation	Oligodeoxyribonucleotides	Polymerase Chain Reaction",5
309,15800207,Towards standardization of RNA quality assessment using user-independent classifiers of microcapillary electrophoresis traces.,"Cell Line	Electrophoresis, Capillary	Gene Expression Profiling	Humans	Polymerase Chain Reaction	Quality Control	RNA	Reproducibility of Results	Software",2
310,15800208,L1 retrotransposon-mediated stable gene silencing.,Genetic Techniques	Green Fluorescent Proteins	HeLa Cells	Humans	Long Interspersed Nucleotide Elements	Polymerase Chain Reaction	RNA Interference,2
311,15800209,Removal of mismatched bases from synthetic genes by enzymatic mismatch cleavage.,"Base Pair Mismatch	Chloramphenicol O-Acetyltransferase	Deoxyribonuclease (Pyrimidine Dimer)	Deoxyribonuclease I	Endodeoxyribonucleases	Genes, Synthetic	Genetic Engineering	Oligonucleotides	Sequence Analysis, DNA",2
312,15800210,Efficient and seamless DNA recombineering using a thymidylate synthase A selection system in Escherichia coli.,"Animals	Bacteriophage lambda	Collagen Type X	DNA, Recombinant	Escherichia coli	Genetic Engineering	Mice	Mutagenesis, Site-Directed	Point Mutation	Recombination, Genetic	Thymidylate Synthase",9
313,15799695,Intravascular immune surveillance by CXCR6+ NKT cells patrolling liver sinusoids.,"Animals	Chemokine CXCL6	Chemokines, CXC	Genes, Reporter	Green Fluorescent Proteins	Killer Cells, Natural	Liver	Mice	Mice, Transgenic	Receptors, CXCR	Receptors, Chemokine	Receptors, Scavenger",2
314,15799708,"An unbiased cell morphology-based screen for new, biologically active small molecules.","Alcohol Oxidoreductases	Apoptosis	Cell Line	Cell Line, Tumor	Cell Physiological Phenomena	Cells	Cellular Structures	Crystallography, X-Ray	Female	Humans	Image Processing, Computer-Assisted	Molecular Sequence Data	Protein Conformation	Software",6
315,15799709,Evolutionary origins of genomic repertoires in bacteria.,"Bacteria	Bacterial Proteins	Evolution, Molecular	Gene Transfer Techniques	Genetic Variation	Genome, Bacterial	Molecular Sequence Data	Multigene Family	Phylogeny",0
316,15799710,Systematic association of genes to phenotypes by genome and literature mining.,"Bacteria	Databases, Genetic	Enzymes	Foodborne Diseases	Genes	Genome	Genotype	Humans	MEDLINE	Phenotype	Plants	Publishing",6
317,15799711,Regulatory variation at glypican-3 underlies a major growth QTL in mice.,"Aging	Animals	Crosses, Genetic	Female	Gene Expression Regulation, Developmental	Genetic Variation	Genotype	Glypicans	Heparan Sulfate Proteoglycans	Likelihood Functions	Male	Mice	Mice, Inbred Strains	Mutation	Quantitative Trait Loci	RNA, Messenger	Recombination, Genetic	X Chromosome",9
318,15802627,An ultrasensitive site-specific DNA recombination assay based on dual-color fluorescence cross-correlation spectroscopy.,"Color	DNA	DNA Nucleotidyltransferases	Protein Engineering	Recombinases	Recombination, Genetic	Spectrometry, Fluorescence",2
319,15805123,Structure of HinP1I endonuclease reveals a striking similarity to the monomeric restriction enzyme MspI.,"Amino Acid Sequence	Binding Sites	DNA	Deoxyribonuclease HpaII	Deoxyribonucleases, Type II Site-Specific	Dimerization	Models, Molecular	Molecular Sequence Data	Sequence Alignment	Sequence Analysis, Protein	Structural Homology, Protein",6
320,15805120,Determination of tumor necrosis factor receptor-associated factor trimerization in living cells by CFP-,"Bacterial Proteins	Cell Line	Flow Cytometry	Fluorescence Resonance Energy Transfer	Fluorescent Dyes	Green Fluorescent Proteins	Humans	Luminescent Proteins	Microscopy, Confocal	Recombinant Fusion Proteins	TNF Receptor-Associated Factor 2",2
321,15805121,An RNA polymerase II construct synthesizes short-hairpin RNA with a quantitative indicator and mediates highly efficient RNAi.,"Biomarkers	Cell Line	Humans	MicroRNAs	Nucleic Acid Conformation	Promoter Regions, Genetic	RNA Interference	RNA Polymerase II	RNA, Small Interfering	Ubiquitin C",4
322,15813991,Propofol suppresses synaptic responsiveness of somatosensory relay neurons to excitatory input by potentiating GABA(A) receptor chloride channels.,"Anesthetics, Intravenous	Animals	Chloride Channels	Drug Synergism	Excitatory Postsynaptic Potentials	Mice	Mice, Inbred C57BL	Neural Inhibition	Neurons	Propofol	Receptors, GABA-A	Synapses",2
323,15813989,Sensitization of TRPV1 by EP1 and IP reveals peripheral nociceptive mechanism of prostaglandins.,"Animals	Cell Line	Dinoprostone	Drug Synergism	Hot Temperature	Humans	Hyperalgesia	Male	Mice	Mice, Inbred C57BL	Mice, Knockout	Nociceptors	Prostaglandins	Receptors, Prostaglandin	Receptors, Prostaglandin E	Receptors, Prostaglandin E, EP1 Subtype	TRPV Cation Channels",5
324,15813988,A P2X receptor-mediated nociceptive afferent pathway to lamina I of the spinal cord.,"Adenosine Triphosphate	Afferent Pathways	Animals	Excitatory Postsynaptic Potentials	Neurons	Nociceptors	Patch-Clamp Techniques	Rats	Rats, Sprague-Dawley	Receptors, Purinergic P2	Receptors, Purinergic P2X	Spinal Cord	Synaptic Transmission",7
325,15813993,Pavlovian fear memory induced by activation in the anterior cingulate cortex.,"Animals	Fear	GABA-A Receptor Agonists	Gyrus Cinguli	Humans	Male	Memory	Mice	Mice, Inbred C57BL	Muscimol	Pain	Rats	Rats, Sprague-Dawley",9
326,15813995,Increased glutamate synaptic transmission in the nucleus raphe magnus neurons from morphine-tolerant rats.,"Analgesics, Opioid	Animals	Animals, Newborn	Drug Tolerance	Excitatory Postsynaptic Potentials	Glutamic Acid	Male	Morphine	Neurons	Presynaptic Terminals	Raphe Nuclei	Rats	Rats, Wistar	Synaptic Transmission",0
327,15809226,tRNA-linked molecular beacons for imaging mRNAs in the cytoplasm of living cells.,"Active Transport, Cell Nucleus	Animals	Base Sequence	CHO Cells	Cell Nucleus	Chick Embryo	Cricetinae	Cricetulus	Cytoplasm	Fluorescent Dyes	Genetic Engineering	HeLa Cells	Humans	Microscopy, Fluorescence	Molecular Sequence Data	RNA Probes	RNA, Messenger	RNA, Transfer",8
328,15809229,Comparative gene finding in chicken indicates that we are closing in on the set of multi-exonic widely expressed human genes.,"Animals	Chickens	Computational Biology	Exons	Gene Expression	Genome, Human	Genomics	Humans	Reverse Transcriptase Polymerase Chain Reaction",5
329,15809228,Regulation of Id2 expression by CCAAT/enhancer binding protein beta.,"Animals	Base Sequence	Binding Sites	CCAAT-Enhancer-Binding Protein-beta	Consensus Sequence	DNA-Binding Proteins	Female	Inhibitor of Differentiation Protein 2	Mammary Glands, Animal	Mice	NIH 3T3 Cells	Pregnancy	Promoter Regions, Genetic	Repressor Proteins	Response Elements	Transcription Factors	Transcriptional Activation",5
330,15809227,Mutational comparison of the single-domained APOBEC3C and double-domained APOBEC3F/G anti-retroviral cytidine deaminases provides insight into their DNA target site specificities.,"APOBEC-3G Deaminase	Amino Acid Substitution	Anti-Retroviral Agents	Cytidine Deaminase	Cytosine Deaminase	DNA Mutational Analysis	DNA, Viral	Humans	Leukemia Virus, Murine	Nucleoside Deaminases	Proteins	Recombinant Fusion Proteins	Repressor Proteins	Substrate Specificity",8
331,15809225,Comparison of single regulated lentiviral vectors with rtTA expression driven by an autoregulatory loop or a constitutive promoter.,"Cell Line	Cells, Cultured	Doxycycline	Gene Expression Regulation	Genetic Vectors	Homeostasis	Humans	Kinetics	Lentivirus	Promoter Regions, Genetic	Repressor Proteins	Trans-Activators	Transcriptional Activation	Transduction, Genetic",4
332,15814811,Tandem oligonucleotide synthesis using linker phosphoramidites.,DNA Primers	Oligonucleotides	Organophosphorus Compounds,7
333,15814812,Experimental RNomics in Aquifex aeolicus: identification of small non-coding RNAs and the putative 6S RNA homolog.,"Base Sequence	DNA, Complementary	Gene Library	Genome, Bacterial	Genomics	Molecular Sequence Data	Nucleic Acid Conformation	RNA Precursors	RNA, Antisense	RNA, Bacterial	RNA, Messenger	RNA, Transfer	RNA, Untranslated	Ribonuclease P	Sequence Alignment	Sequence Analysis, RNA",5
334,15814813,Site-specific incorporation of N-(deoxyguanosin-8-yl)-2-acetylaminofluorene (dG-AAF) into oligonucleotides using modified 'ultra-mild' DNA synthesis.,2-Acetylaminofluorene	Biochemistry	DNA Adducts	DNA Repair	Deoxyguanosine	Fluorenes	HeLa Cells	Humans	Oligodeoxyribonucleotides,7
335,15814814,Pre-organized structure of viral DNA at the binding-processing site of HIV-1 integrase.,"Binding Sites	DNA, Viral	HIV Integrase	HIV Long Terminal Repeat	HIV-1	Models, Molecular	Nuclear Magnetic Resonance, Biomolecular	Virus Integration",5
336,15814816,"Functional roles of 3'-terminal structures of template RNA during in vivo retrotransposition of non-LTR retrotransposon, R1Bm.","3' Untranslated Regions	Amino Acid Sequence	Animals	Base Sequence	Bombyx	Cloning, Molecular	Genes, rRNA	Long Interspersed Nucleotide Elements	Molecular Sequence Data	Mutagenesis, Insertional	RNA	RNA, Ribosomal, 28S	Templates, Genetic",1
337,15814815,Cyclic changes in the affinity of protein-DNA interactions drive the progression and regulate the outcome of the Tn10 transposition reaction.,"DNA	DNA Transposable Elements	Integration Host Factors	Kinetics	Models, Genetic	Mutagenesis, Insertional	Nucleic Acid Conformation	Periodicity	Transposases",0
338,15814817,A novel cGUUAg tetraloop structure with a conserved yYNMGg-type backbone conformation from cloverleaf 1 of bovine enterovirus 1 RNA.,"Base Sequence	Cysteine Endopeptidases	Enterovirus, Bovine	Models, Molecular	Molecular Sequence Data	Nuclear Magnetic Resonance, Biomolecular	Nucleic Acid Conformation	RNA, Viral	Viral Proteins",4
339,15817569,Argonaute protein PIWI controls mobilization of retrotransposons in the Drosophila male germline.,"Animals	Argonaute Proteins	Drosophila Proteins	Drosophila melanogaster	Male	Mutagenesis, Insertional	Mutation	Proteins	RNA Interference	RNA-Induced Silencing Complex	Retroelements	Terminal Repeat Sequences	Testis",6
340,15817568,Site-specific reverse splicing of a HEG-containing group I intron in ribosomal RNA.,"Animals	Base Sequence	Endonucleases	Escherichia coli	Genes, rRNA	Introns	Molecular Sequence Data	Mutagenesis, Insertional	Myxomycetes	Nucleic Acid Conformation	RNA	RNA Splicing	RNA, Catalytic	RNA, Ribosomal	Saccharomyces cerevisiae",6
341,15817565,Substrate discrimination in RNase P RNA-mediated cleavage: importance of the structural environment of the RNase P cleavage site.,"Base Pairing	Base Sequence	Kinetics	Magnesium	Molecular Sequence Data	Nucleic Acid Conformation	RNA Precursors	RNA, Transfer	RNA, Transfer, Gln	Ribonuclease P	Substrate Specificity",1
342,15817567,Retropseudogenes derived from the human Ro/SS-A autoantigen-associated hY RNAs.,"Animals	Autoantigens	Base Sequence	Chromosome Mapping	Computational Biology	Evolution, Molecular	Gene Duplication	Genomics	Humans	Long Interspersed Nucleotide Elements	Mice	Molecular Sequence Data	Mutation	Nucleic Acid Conformation	Pan troglodytes	Pseudogenes	RNA, Small Cytoplasmic	Ribonucleoproteins",9
343,15817563,Proximity extension of circular DNA aptamers with real-time protein detection.,"Aptamers, Nucleotide	Binding Sites	DNA Primers	DNA, Circular	Humans	Nucleic Acid Amplification Techniques	Oligodeoxyribonucleotides	Oligonucleotides	Proteins	Thrombin	Time Factors",9
344,15817564,Species-independent detection of RNA virus by representational difference analysis using non-ribosomal hexanucleotides for reverse transcription.,"Animals	Base Sequence	Cattle	Cell Line	DNA, Complementary	Genome, Viral	Nucleotides	Parainfluenza Virus 3, Bovine	Polymerase Chain Reaction	RNA Viruses	RNA, Ribosomal	RNA, Viral	Rats	Reverse Transcription	SARS Virus	Sequence Analysis, RNA",7
345,15819609,Ongoing spontaneous activity controls access to consciousness: a neuronal model for inattentional blindness.,"Arousal	Attention	Cerebral Cortex	Consciousness	Humans	Models, Neurological	Neurons	Personal Autonomy	Photic Stimulation	Stochastic Processes	Thalamus	Visual Perception	Wakefulness",0
346,15817566,Vertebrate telomere repeat DNAs favor external loop propeller quadruplex structures in the presence of high concentrations of potassium.,"Animals	Aptamers, Nucleotide	Base Sequence	Circular Dichroism	DNA	Deoxyadenosines	G-Quadruplexes	Nucleic Acid Conformation	Oligonucleotides	Oxytricha	Potassium	Repetitive Sequences, Nucleic Acid	Telomere	Tetrahymena	Vertebrates",2
347,15819606,The PLoS community journals.,Computational Biology	Periodicals as Topic	Research	Science	United States,4
348,15824059,NMR chemical shift and relaxation measurements provide evidence for the coupled folding and binding of the p53 transactivation domain.,"Amino Acid Sequence	Amino Acids	Binding Sites	DNA, Single-Stranded	DNA-Binding Proteins	Humans	Molecular Sequence Data	Nuclear Magnetic Resonance, Biomolecular	Protein Folding	Protein Structure, Tertiary	Replication Protein A	Trans-Activators	Tumor Suppressor Protein p53",7
349,15824060,Tissue-dependent isoforms of mammalian Fox-1 homologs are associated with tissue-specific splicing activities.,"Alternative Splicing	Amino Acid Sequence	Animals	Brain	Carrier Proteins	Cell Line	Cell Nucleus	Enhancer Elements, Genetic	Exons	Humans	Introns	Mice	Molecular Sequence Data	Muscle, Skeletal	Myosin Heavy Chains	Nonmuscle Myosin Type IIB	Protein Isoforms	RNA Precursors	RNA Splicing Factors	RNA, Messenger	RNA-Binding Proteins	Sequence Alignment",4
350,15824061,"Human Ku70/80 interacts directly with hTR, the RNA component of human telomerase.","Antigens, Nuclear	Binding Sites	Cell Line	DNA Helicases	DNA-Binding Proteins	Humans	Immunoprecipitation	Ku Autoantigen	RNA	RNA, Long Noncoding	RNA, Untranslated	Telomerase",0
351,15824062,Torque-limited RecA polymerization on dsDNA.,Biopolymers	DNA	DNA-Binding Proteins	Protein Binding	Rec A Recombinases	Torque	Torsion Abnormality,1
352,15824063,U7 snRNP-specific Lsm11 protein: dual binding contacts with the 100 kDa zinc finger processing factor (ZFP100) and a ZFP100-independent function in histone RNA 3' end processing.,"Amino Acid Sequence	Animals	Binding Sites	Cell Line	Conserved Sequence	DNA-Binding Proteins	Histones	Humans	Mice	Mutation	Protein Structure, Tertiary	RNA 3' End Processing	Ribonucleoprotein, U7 Small Nuclear	Ribonucleoproteins, Small Nuclear	Zinc Fingers",7
353,15824058,A dual-light reporter system to determine the efficiency of protein-protein interactions in mammalian cells.,"Bone Morphogenetic Protein Receptors, Type II	Cell Line	Fluorescent Dyes	Genes, Reporter	Humans	Luciferases	Microscopy, Fluorescence	Protein Interaction Mapping	Protein-Serine-Threonine Kinases	Recombinant Fusion Proteins	beta-Galactosidase",2
354,11972320,Homology induction: the use of machine learning to improve sequence similarity searches.,"Algorithms	Animals	Artificial Intelligence	Computational Biology	Databases, Protein	Fungal Proteins	Internet	Mice	Oryza	Plant Proteins	Predictive Value of Tests	Retroviridae Proteins	Sensitivity and Specificity	Sequence Alignment	Sequence Homology, Amino Acid",0
355,11960559,Tetramethylpyrazine attenuates spinal cord ischemic injury due to aortic cross-clamping in rabbits.,"Animals	Anti-Inflammatory Agents, Non-Steroidal	Aorta	Cell Count	Constriction	Disease Models, Animal	Dose-Response Relationship, Drug	Male	Motor Activity	Neurologic Examination	Neurons	Paraplegia	Pyrazines	Rabbits	Spinal Cord	Spinal Cord Ischemia	Thoracic Surgical Procedures	Treatment Outcome",8
356,11960560,Delayed minocycline but not delayed mild hypothermia protects against embolic stroke.,"Animals	Disease Models, Animal	Hypothermia, Induced	Infarction, Middle Cerebral Artery	Intracranial Embolism	Male	Minocycline	Neuroprotective Agents	Rats	Rats, Wistar	Stroke	Treatment Outcome",6
357,11950394,The significance of opthalmologic evaluation in the early diagnosis of inborn errors of metabolism: the Cretan experience.,"Adolescent	Adult	Child	Child, Preschool	Diagnostic Techniques, Ophthalmological	Eye Diseases	Female	Greece	Humans	Incidence	Infant	Infant, Newborn	Male	Metabolism, Inborn Errors	Pilot Projects	Rural Population",0
358,11926966,An MCASE approach to the search of a cure for Parkinson's Disease.,"Antiparkinson Agents	Computer Simulation	Dopamine Agonists	Drug Design	Humans	Levodopa	Monoamine Oxidase Inhibitors	Parkinson Disease	Receptors, N-Methyl-D-Aspartate",4
359,11940253,Activation of the peroxisome proliferator-activated receptor alpha protects against myocardial ischaemic injury and improves endothelial vasodilatation.,"Animals	Disease Models, Animal	Endothelium, Vascular	Fenofibrate	Hypolipidemic Agents	Male	Mice	Mice, Inbred C57BL	Molecular Sequence Data	Myocardial Infarction	Myocardial Reperfusion Injury	Receptors, Cytoplasmic and Nuclear	Transcription Factors	Vasodilation",5
360,11950393,A cross-sectional study of early identification of postpartum depression: implications for primary care providers from The Ontario Mother,"Analysis of Variance	Cross-Sectional Studies	Depression, Postpartum	Female	Humans	Income	Infant, Newborn	Length of Stay	Logistic Models	Ontario	Risk Factors	Social Support",1
361,11985781,Klippel-Feil syndrome - the risk of cervical spinal cord injury: a case report.,"Abnormalities, Multiple	Accidental Falls	Cervical Vertebrae	Choristoma	Humans	Kidney	Klippel-Feil Syndrome	Male	Middle Aged	Quadriplegia	Radiography",5
362,11943072,"Effect of a homeopathic drug, Chelidonium, in amelioration of p-DAB induced hepatocarcinogenesis in mice.","Acid Phosphatase	Alkaline Phosphatase	Animals	Carcinogens	Chelidonium	Homeopathy	Lipid Peroxidation	Liver Neoplasms, Experimental	Mice	Micronucleus Tests	Mitotic Index	Phytotherapy	Plant Extracts	Remission Induction	p-Dimethylaminoazobenzene",8
363,11991808,Human CCS gene: genomic organization and exclusion as a candidate for amyotrophic lateral sclerosis (ALS).,"Aged	Aged, 80 and over	Amyotrophic Lateral Sclerosis	Chromosome Mapping	Cohort Studies	DNA Mutational Analysis	Databases, Genetic	Exons	Female	Humans	Introns	Male	Middle Aged	Molecular Chaperones	Polymorphism, Single Nucleotide",3
364,11980586,Altered prostanoid production by fibroblasts cultured from the lungs of human subjects with idiopathic pulmonary fibrosis.,"Adult	Aged	Cells, Cultured	Cyclooxygenase 2	Female	Fibroblasts	Humans	Interleukin-1	Male	Membrane Proteins	Middle Aged	Prostaglandins	Pulmonary Fibrosis",9
365,11980587,Binding of protegrin-1 to Pseudomonas aeruginosa and Burkholderia cepacia.,"Anti-Bacterial Agents	Antimicrobial Cationic Peptides	Burkholderia cepacia	Drug Resistance, Microbial	Humans	Lipid A	Lipopolysaccharides	Microbial Sensitivity Tests	Protein Binding	Proteins	Pseudomonas aeruginosa",3
366,15826218,The neural substrates of infant sleep in rats.,"Aging	Animals	Animals, Newborn	Female	Locus Coeruleus	Male	Medulla Oblongata	Muscle Tonus	Neurons	Pons	Rats	Rats, Sprague-Dawley	Sleep",0
367,15828858,Three Prochlorococcus cyanophage genomes: signature features and ecological interpretations.,"Bacteriophage T7	Bacteriophages	DNA-Directed RNA Polymerases	Ecosystem	Genome, Bacterial	Genome, Viral	Molecular Sequence Data	Prochlorococcus",9
368,15828859,A combinatorial code for splicing silencing: UAGG and GGGG motifs.,Alternative Splicing	Base Sequence	Combinatorial Chemistry Techniques	Exons	Gene Silencing	Heterogeneous-Nuclear Ribonucleoproteins	Humans	Neurons	Oligodeoxyribonucleotides	Open Reading Frames	Organ Specificity,4
369,15828860,A new yeast poly(A) polymerase complex involved in RNA quality control.,"DNA, Fungal	DNA-Directed DNA Polymerase	Molecular Sequence Data	Open Reading Frames	Plasmids	Polymerase Chain Reaction	Polynucleotide Adenylyltransferase	RNA, Fungal	Saccharomyces cerevisiae	Saccharomyces cerevisiae Proteins",3
370,15762997,Screening of crude extracts of six medicinal plants used in South-West Nigerian unorthodox medicine for anti-methicillin resistant Staphylococcus aureus activity.,"Ageratum	Angiosperms	Drug Evaluation, Preclinical	Methicillin Resistance	Microbial Sensitivity Tests	Nigeria	Ocimum	Phytotherapy	Plant Extracts	Plant Leaves	Staphylococcus aureus	Terminalia",2
371,15760475,Analysis of phosphorylation of human heat shock factor 1 in cells experiencing a stress.,"Amino Acid Sequence	Animals	Cells, Cultured	DNA-Binding Proteins	HeLa Cells	Hot Temperature	Humans	Mice	Molecular Sequence Data	Phosphorylation	Serine	Stress, Physiological	Transcription Factors",3
372,15790399,A simplified method for analysis of polyunsaturated fatty acids.,"Animals	Chromatography, Gas	Fatty Acids, Unsaturated	Mice	Reproducibility of Results",3
